ChurnKey;CustomerKey;DateKey;LocalisationKey;ServiceKey;CustomerID;Gender;Age;MaritalStatus;City;State;MonthlyCharge;Contrat;PaymentMethod;Satisfaction_score;ChurValue;CustomerStatus;ChurnScore;ChurnCategory;CLTV;PhoneService;MultipleLines;InternetService;InternetType;StreamingTV;StreamingMovies;StreamingMusic;OnlineSecurity;DeviceProtection;SubscriptionDate;SubsciptionMonths;SubscriptionQuarter;ChurnDate
2766;2766;1196;539;2807;3935-TBRZZ;Male;54;Yes;Twentynine Palms;California;25,700000762939453;One Year;Credit Card;3;0;Stayed;80;;3037;1;1;0;None;0;0;0;0;0;2020-04-07;4;Q2;
2767;2767;1339;1156;6006;3936-QQFLL;Male;58;No;Calimesa;California;19,75;Month-to-Month;Credit Card;4;0;Joined;67;;4064;1;0;0;None;0;0;0;0;0;2020-08-28;8;Q3;
2768;2768;1117;1611;6747;3938-YFPXD;Male;55;No;Janesville;California;84,300003051757813;Two Year;Credit Card;4;0;Stayed;35;;6012;1;1;1;DSL;1;1;1;1;1;2020-01-19;1;Q1;
2769;2769;1277;1293;3372;3941-XTSKM;Male;32;Yes;Burnt Ranch;California;45,099998474121094;One Year;Credit Card;4;0;Stayed;71;;3844;0;0;1;DSL;0;1;1;0;1;2020-06-27;6;Q2;
2770;2770;1256;851;2119;3943-KDREE;Female;48;No;Los Angeles;California;74,949996948242188;Month-to-Month;Bank Withdrawal;2;1;Churned;76;Other;2934;1;1;1;Fiber Optic;0;0;0;0;0;2020-06-06;6;Q2;2020-08-13
2771;2771;1158;476;2338;3945-GFWQL;Female;33;No;San Jose;California;44,549999237060547;Month-to-Month;Bank Withdrawal;3;1;Churned;89;Price;4162;1;0;1;DSL;0;0;0;0;0;2020-02-29;2;Q1;2020-09-07
2772;2772;1165;1140;3734;3946-JEWRQ;Male;21;Yes;Sherman Oaks;California;95,199996948242188;One Year;Credit Card;5;0;Stayed;72;;4977;1;1;1;Fiber Optic;1;1;1;0;0;2020-03-07;3;Q1;
2773;2773;1169;408;1522;3946-MHCZW;Male;50;No;Ontario;California;50,900001525878906;Month-to-Month;Credit Card;1;1;Churned;83;Attitude;5111;1;0;1;DSL;0;0;0;0;1;2020-03-11;3;Q1;2020-08-03
2774;2774;1169;1451;6187;3948-FVVRP;Male;43;Yes;Santa Maria;California;54,799999237060547;Month-to-Month;Credit Card;4;0;Stayed;73;;2848;1;0;1;DSL;0;0;0;0;0;2020-03-11;3;Q1;
2775;2775;1112;1504;4296;3948-KXDUF;Male;64;No;Los Gatos;California;68,75;Two Year;Bank Withdrawal;4;0;Stayed;60;;5454;1;1;1;Cable;0;0;0;1;1;2020-01-14;1;Q1;
2776;2776;1151;104;1532;3948-XHGNA;Male;35;No;San Diego;California;49,549999237060547;Month-to-Month;Bank Withdrawal;1;1;Churned;80;Other;5005;1;0;1;DSL;0;0;0;1;0;2020-02-22;2;Q1;2020-07-09
2777;2777;1219;1594;5669;3950-VPYJB;Male;37;Yes;Chester;California;59,599998474121094;One Year;Credit Card;3;0;Stayed;28;;4778;1;0;1;DSL;0;0;0;1;0;2020-04-30;4;Q2;
2778;2778;1225;422;516;3951-NJCVI;Female;76;Yes;Cathedral City;California;95,050003051757813;One Year;Bank Withdrawal;4;0;Stayed;34;;2677;1;1;1;Fiber Optic;1;1;0;0;0;2020-05-06;5;Q2;
2779;2779;1167;91;5775;3955-JBZZM;Male;45;No;Hermosa Beach;California;78,800003051757813;Month-to-Month;Bank Withdrawal;3;0;Stayed;80;;2317;1;0;1;Fiber Optic;1;0;0;0;0;2020-03-09;3;Q1;
2780;2780;1192;461;569;3956-CJUST;Female;67;No;San Francisco;California;75,400001525878906;One Year;Bank Withdrawal;4;0;Stayed;49;;2491;1;0;1;Fiber Optic;0;0;0;1;0;2020-04-03;4;Q2;
2781;2781;1270;957;5447;3956-MGXOG;Female;62;No;Modesto;California;80,599998474121094;Month-to-Month;Bank Withdrawal;5;0;Stayed;70;;2951;1;0;1;Fiber Optic;0;1;1;0;0;2020-06-20;6;Q2;
2782;2782;1133;656;2855;3957-HHLMR;Female;50;Yes;Aguanga;California;65,199996948242188;One Year;Bank Withdrawal;3;0;Stayed;20;;6316;1;1;1;DSL;0;1;1;1;0;2020-02-04;2;Q1;
2783;2783;1123;279;321;3957-LXOLK;Female;75;No;Shingletown;California;106,15000152587891;Month-to-Month;Bank Withdrawal;1;1;Churned;83;Competitor;5030;1;1;1;Fiber Optic;1;1;0;0;1;2020-01-25;1;Q1;2020-07-30
2784;2784;1129;739;2569;3957-SQXML;Female;61;Yes;Los Angeles;California;24,950000762939453;Two Year;Credit Card;3;0;Stayed;62;;5408;1;1;0;None;0;0;0;0;0;2020-01-31;1;Q1;
2785;2785;1363;377;3726;3961-SXAXY;Male;49;No;Thousand Oaks;California;44,049999237060547;Month-to-Month;Bank Withdrawal;5;0;Joined;54;;5925;1;0;1;Cable;0;0;0;0;0;2020-09-21;9;Q3;
2786;2786;1145;1237;3653;3963-RYFNS;Female;25;No;Venice;California;116,44999694824219;Two Year;Bank Withdrawal;4;0;Stayed;20;;5567;1;1;1;Fiber Optic;1;1;1;1;1;2020-02-16;2;Q1;
2787;2787;1284;454;560;3966-HRMZA;Female;74;No;Bishop;California;75,050003051757813;One Year;Credit Card;4;0;Joined;56;;3545;1;0;1;Fiber Optic;0;0;0;0;1;2020-07-04;7;Q3;
2788;2788;1195;857;6797;3967-KXAPS;Male;42;Yes;Los Angeles;California;92,300003051757813;Two Year;Credit Card;4;0;Stayed;56;;5136;1;1;1;DSL;1;1;1;1;1;2020-04-06;4;Q2;
2789;2789;1269;1557;6568;3967-VQOGC;Female;54;Yes;Leggett;California;24,899999618530273;Two Year;Credit Card;5;0;Stayed;59;;5847;1;1;0;None;0;0;0;0;0;2020-06-19;6;Q2;
2790;2790;1162;797;5329;3969-GYXEL;Female;46;No;Berkeley;California;76,400001525878906;Month-to-Month;Bank Withdrawal;4;0;Stayed;41;;4033;1;0;1;Fiber Optic;0;0;0;1;0;2020-03-04;3;Q1;
2791;2791;1110;1273;4194;3969-JQABI;Female;47;Yes;Palo Alto;California;65,25;Month-to-Month;Credit Card;3;0;Stayed;64;;5912;1;0;1;DSL;1;0;0;1;0;2020-01-12;1;Q1;
2792;2792;1279;634;5847;3970-XGJDU;Female;45;No;West Hills;California;19,200000762939453;Two Year;Credit Card;4;0;Stayed;64;;4937;1;0;0;None;0;0;0;0;0;2020-06-29;6;Q2;
2793;2793;1268;644;2744;3973-SKMLN;Male;49;No;Carlsbad;California;19,899999618530273;Two Year;Credit Card;3;0;Stayed;28;;5308;1;0;0;None;0;0;0;0;0;2020-06-18;6;Q2;
2794;2794;1249;89;2524;3976-BWUCK;Female;63;Yes;San Diego;California;94,099998474121094;Month-to-Month;Credit Card;3;1;Churned;94;Competitor;5255;1;1;1;Fiber Optic;1;0;0;0;0;2020-05-30;5;Q2;2020-08-11
2795;2795;1192;1499;4263;3976-HXHCE;Male;57;No;Belvedere Tiburon;California;19,299999237060547;Two Year;Bank Withdrawal;4;0;Stayed;42;;4722;1;0;0;None;0;0;0;0;0;2020-04-03;4;Q2;
2796;2796;1305;1141;5894;3976-NLDEZ;Male;55;No;Mira Loma;California;20,600000381469727;Month-to-Month;Credit Card;3;0;Joined;52;;5370;1;0;0;None;0;0;0;0;0;2020-07-25;7;Q3;
2797;2797;1157;416;3818;3977-QCRSL;Female;30;No;Warner Springs;California;20,149999618530273;Month-to-Month;Credit Card;4;0;Stayed;66;;5020;1;0;0;None;0;0;0;0;0;2020-02-28;2;Q1;
2798;2798;1251;187;6811;3978-YNKDD;Male;62;No;Culver City;California;20,850000381469727;Two Year;Credit Card;4;0;Stayed;43;;2654;1;0;0;None;0;0;0;0;0;2020-06-01;6;Q2;
2799;2799;1129;1439;4041;3981-QSVQI;Male;28;No;Bakersfield;California;19,700000762939453;Month-to-Month;Bank Withdrawal;4;0;Stayed;22;;5498;1;0;0;None;0;0;0;0;0;2020-01-31;1;Q1;
2800;2800;1165;632;799;3982-DQLUS;Male;78;Yes;Sunland;California;85,75;Two Year;Bank Withdrawal;3;0;Stayed;21;;4978;1;1;1;Fiber Optic;0;0;0;1;0;2020-03-07;3;Q1;
2801;2801;1256;321;5187;3982-JGSFD;Male;37;No;Madera;California;20,350000381469727;One Year;Credit Card;5;0;Stayed;33;;3526;1;0;0;None;0;0;0;0;0;2020-06-06;6;Q2;
2802;2802;1113;696;2348;3982-XWFZQ;Female;30;Yes;Denair;California;50,25;Month-to-Month;Bank Withdrawal;2;1;Churned;90;Competitor;4873;1;1;1;Cable;0;0;0;0;0;2020-01-15;1;Q1;2020-08-02
2803;2803;1265;1590;6694;3985-HOYPM;Male;29;No;Washington;California;19,399999618530273;One Year;Credit Card;4;0;Stayed;71;;4602;1;0;0;None;0;0;0;0;0;2020-06-15;6;Q2;
2804;2804;1157;1208;4433;3987-KQDDU;Male;58;No;Sonoma;California;75,599998474121094;Month-to-Month;Bank Withdrawal;3;0;Stayed;30;;4990;1;0;1;Fiber Optic;0;0;0;1;0;2020-02-28;2;Q1;
2805;2805;1154;111;136;3988-RQIXO;Female;68;No;Corona Del Mar;California;91,300003051757813;Month-to-Month;Bank Withdrawal;3;1;Churned;71;Attitude;2371;1;0;1;Fiber Optic;1;1;1;0;0;2020-02-25;2;Q1;2020-08-10
2806;2806;1104;373;454;3990-QYKBE;Male;74;Yes;La Canada Flintridge;California;92,5;Month-to-Month;Bank Withdrawal;1;1;Churned;95;Competitor;4127;1;1;1;Fiber Optic;1;1;1;0;0;2020-01-06;1;Q1;2020-07-07
2807;2807;1194;955;1372;3992-YWPKO;Female;55;No;Atwater;California;109,90000152587891;Month-to-Month;Credit Card;1;1;Churned;69;Competitor;5750;1;1;1;Fiber Optic;1;1;1;0;1;2020-04-05;4;Q2;2020-09-13
2808;2808;1363;1250;3928;3995-WFCSM;Female;28;No;San Jacinto;California;60,849998474121094;Month-to-Month;Bank Withdrawal;5;0;Joined;54;;3796;1;0;1;DSL;0;1;1;0;1;2020-09-21;9;Q3;
2809;2809;1129;609;922;3996-ZNWYK;Male;77;Yes;Sacramento;California;19,799999237060547;Two Year;Credit Card;4;0;Stayed;69;;5819;1;0;0;None;0;0;0;0;0;2020-01-31;1;Q1;
2810;2810;1194;151;181;3999-QGRJH;Male;80;No;Ballico;California;69,699996948242188;Month-to-Month;Bank Withdrawal;1;1;Churned;88;Dissatisfaction;3068;1;0;1;Fiber Optic;0;0;0;0;0;2020-04-05;4;Q2;2020-07-05
2811;2811;1137;269;6628;3999-WRNGR;Female;39;Yes;Soda Springs;California;49,75;Month-to-Month;Bank Withdrawal;3;0;Stayed;77;;6307;0;0;1;Cable;1;1;1;0;0;2020-02-08;2;Q1;
2812;2812;1159;498;6627;4000-VGMQP;Male;56;Yes;Pollock Pines;California;78,949996948242188;One Year;Credit Card;5;0;Stayed;60;;2125;1;1;1;Cable;1;1;1;0;1;2020-03-01;3;Q1;
2813;2813;1226;1107;5607;4001-TSBTV;Female;49;Yes;Sacramento;California;91,550003051757813;Month-to-Month;Bank Withdrawal;3;0;Stayed;49;;6423;1;0;1;Fiber Optic;1;0;0;0;1;2020-05-07;5;Q2;
2814;2814;1152;239;3156;4002-BQWPQ;Male;59;No;Crockett;California;81,75;Month-to-Month;Bank Withdrawal;3;0;Stayed;61;;5917;1;1;1;Cable;0;1;1;1;1;2020-02-23;2;Q1;
2815;2815;1169;1076;6414;4003-FUSHP;Male;62;No;Santa Cruz;California;61,549999237060547;Month-to-Month;Credit Card;3;0;Stayed;60;;5831;1;0;1;Cable;1;0;0;0;0;2020-03-11;3;Q1;
2816;2816;1246;1530;4392;4003-OCTMP;Female;55;Yes;Tracy;California;64;One Year;Bank Withdrawal;4;0;Stayed;24;;5191;1;0;1;Cable;0;1;1;1;0;2020-05-27;5;Q2;
2817;2817;1125;1621;5119;4006-HKYHO;Male;24;No;Bakersfield;California;86,699996948242188;Two Year;Bank Withdrawal;3;0;Stayed;74;;5841;1;0;1;DSL;1;1;1;1;1;2020-01-27;1;Q1;
2818;2818;1197;714;916;4007-NHVHI;Female;69;No;Rio Linda;California;96,849998474121094;Two Year;Bank Withdrawal;3;0;Stayed;57;;5679;1;1;1;Fiber Optic;0;1;1;1;0;2020-04-08;4;Q2;
2819;2819;1168;1284;2349;4009-ALQFH;Female;35;No;Groveland;California;99,5;Month-to-Month;Bank Withdrawal;3;1;Churned;90;Competitor;5932;1;0;1;Fiber Optic;1;1;1;0;1;2020-03-10;3;Q1;2020-08-14
2820;2820;1277;303;3901;4010-YLMVT;Female;25;No;Yucaipa;California;106,59999847412109;Month-to-Month;Credit Card;4;0;Stayed;80;;5056;1;1;1;Fiber Optic;1;1;1;1;0;2020-06-27;6;Q2;
2821;2821;1171;1351;6852;4011-ARPHK;Male;59;No;Norwalk;California;50,349998474121094;Month-to-Month;Credit Card;3;0;Stayed;77;;5578;1;0;1;DSL;0;0;0;1;0;2020-03-13;3;Q1;
2822;2822;1194;215;6044;4012-YCFAI;Male;45;Yes;Riverside;California;61,349998474121094;Two Year;Credit Card;3;0;Stayed;79;;6174;1;0;1;DSL;0;0;0;1;0;2020-04-05;4;Q2;
2823;2823;1231;1549;6553;4012-ZTHBR;Female;33;Yes;Kneeland;California;44,950000762939453;Month-to-Month;Bank Withdrawal;5;0;Stayed;54;;3752;1;0;1;Cable;0;0;0;0;0;2020-05-12;5;Q2;
2824;2824;1282;1048;3026;4013-GUXND;Male;37;No;Lancaster;California;20,799999237060547;Month-to-Month;Credit Card;4;0;Joined;38;;3678;1;0;0;None;0;0;0;0;0;2020-07-02;7;Q3;
2825;2825;1158;53;1997;4013-TLDHQ;Male;59;No;Berkeley;California;78,25;Month-to-Month;Bank Withdrawal;1;1;Churned;72;Competitor;3666;1;0;1;Fiber Optic;0;0;0;0;1;2020-02-29;2;Q1;2020-08-13
2826;2826;1181;85;1776;4013-UBXWQ;Female;33;No;Fallbrook;California;74,650001525878906;Month-to-Month;Bank Withdrawal;3;1;Churned;67;Competitor;4612;1;1;1;Cable;1;1;1;0;0;2020-03-23;3;Q1;2020-08-07
2827;2827;1130;341;4325;4016-BJKTZ;Female;20;No;San Jose;California;108,90000152587891;Two Year;Bank Withdrawal;4;0;Stayed;80;;4398;1;1;1;Fiber Optic;1;1;1;0;1;2020-02-01;2;Q1;
2828;2828;1266;604;5545;4018-KJYUY;Male;43;No;Courtland;California;20,149999618530273;Month-to-Month;Credit Card;5;0;Stayed;78;;2722;1;0;0;None;0;0;0;0;0;2020-06-16;6;Q2;
2829;2829;1143;568;3014;4018-PPNDW;Female;23;Yes;California City;California;24,100000381469727;Two Year;Credit Card;4;0;Stayed;21;;5970;1;1;0;None;0;0;0;0;0;2020-02-14;2;Q1;
2830;2830;1101;284;6789;4020-KIUDI;Male;54;Yes;Los Angeles;California;19,850000381469727;Month-to-Month;Credit Card;5;0;Stayed;42;;2186;1;0;0;None;0;0;0;0;0;2020-01-03;1;Q1;
2831;2831;1103;107;132;4021-RQSNY;Male;75;Yes;Moreno Valley;California;98,5;Month-to-Month;Bank Withdrawal;3;1;Churned;72;Attitude;5137;1;1;1;Fiber Optic;1;1;1;0;1;2020-01-05;1;Q1;2020-09-01
2832;2832;1203;819;1080;4023-RTIQM;Female;72;Yes;Redcrest;California;50,400001525878906;One Year;Credit Card;3;0;Stayed;39;;2166;0;0;1;DSL;0;1;0;1;1;2020-04-14;4;Q2;
2833;2833;1212;1516;6436;4024-CSNBY;Female;39;Yes;Mount Hamilton;California;94,25;Two Year;Bank Withdrawal;4;0;Stayed;51;;6295;1;1;1;Fiber Optic;0;0;0;1;1;2020-04-23;4;Q2;
2834;2834;1329;587;3209;4026-SKKHW;Male;35;No;Dillon Beach;California;50,25;Month-to-Month;Credit Card;3;0;Joined;76;;2166;1;0;1;Cable;0;0;0;0;0;2020-08-18;8;Q3;
2835;2835;1350;1480;5258;4029-HPFVY;Male;35;No;San Francisco;California;70,300003051757813;Month-to-Month;Credit Card;4;0;Joined;67;;4275;1;0;1;Fiber Optic;0;0;0;0;0;2020-09-08;9;Q3;
2836;2836;1153;963;1395;4030-VPZBD;Female;53;No;Comptche;California;30,899999618530273;Month-to-Month;Bank Withdrawal;2;1;Churned;91;Dissatisfaction;2860;0;0;1;DSL;0;0;0;0;0;2020-02-24;2;Q1;2020-09-16
2837;2837;1261;993;4609;4032-RMHCI;Female;37;Yes;Fall River Mills;California;35,400001525878906;One Year;Credit Card;4;0;Stayed;43;;4375;0;0;1;Cable;0;0;0;1;1;2020-06-11;6;Q2;
2838;2838;1203;219;256;4039-HEUNW;Male;77;Yes;Irvine;California;96,5;Month-to-Month;Bank Withdrawal;3;1;Churned;82;Price;4652;1;1;1;Fiber Optic;1;1;0;0;0;2020-04-14;4;Q2;2020-08-14
2839;2839;1194;417;824;4039-PIMHX;Male;74;Yes;San Diego;California;49,799999237060547;Two Year;Credit Card;3;0;Stayed;37;;4306;1;0;1;DSL;0;0;0;0;0;2020-04-05;4;Q2;
2840;2840;1218;1018;5992;4043-MKDTV;Male;54;Yes;Rancho Mirage;California;105,25;Two Year;Bank Withdrawal;5;0;Stayed;31;;6319;1;0;1;Fiber Optic;1;1;1;0;1;2020-04-29;4;Q2;
2841;2841;1172;1396;6017;4049-ZPALD;Female;35;Yes;Forest Falls;California;99;Two Year;Bank Withdrawal;4;0;Stayed;68;;5483;1;0;1;Fiber Optic;1;1;1;1;1;2020-03-14;3;Q1;
2842;2842;1106;567;5138;4054-CUMIA;Female;29;Yes;San Miguel;California;20,25;Month-to-Month;Credit Card;4;0;Stayed;40;;2429;1;0;0;None;0;0;0;0;0;2020-01-08;1;Q1;
2843;2843;1204;1429;3997;4056-QHXHZ;Female;49;Yes;Goleta;California;107,44999694824219;Two Year;Credit Card;4;0;Stayed;28;;5246;1;1;1;Fiber Optic;1;1;1;1;1;2020-04-15;4;Q2;
2844;2844;1210;672;6235;4057-FKCZK;Male;40;Yes;Prather;California;82,5;Two Year;Bank Withdrawal;3;0;Stayed;25;;4348;1;1;1;Fiber Optic;1;0;0;0;0;2020-04-21;4;Q2;
2845;2845;1220;555;2937;4059-IIEBK;Female;51;No;Ojai;California;78,550003051757813;Month-to-Month;Bank Withdrawal;3;0;Stayed;61;;4025;1;1;1;Fiber Optic;0;0;0;0;0;2020-05-01;5;Q2;
2846;2846;1240;1367;5900;4060-LDNLU;Male;22;No;Diamond Bar;California;96,199996948242188;Month-to-Month;Bank Withdrawal;5;0;Stayed;38;;4329;1;1;1;Fiber Optic;1;1;1;0;0;2020-05-21;5;Q2;
2847;2847;1318;40;4178;4061-UKJWL;Male;35;No;San Francisco;California;45,450000762939453;Month-to-Month;Credit Card;5;0;Joined;72;;3666;1;0;1;Cable;0;0;0;0;0;2020-08-07;8;Q3;
2848;2848;1213;1592;6698;4062-HBMOS;Male;33;No;Redding;California;103,05000305175781;Month-to-Month;Bank Withdrawal;4;0;Stayed;80;;5432;1;1;1;Fiber Optic;1;1;1;0;1;2020-04-24;4;Q2;
2849;2849;1167;294;4807;4063-EIKNQ;Male;33;Yes;Canyon Country;California;20,950000762939453;Month-to-Month;Bank Withdrawal;3;0;Stayed;31;;4075;1;0;0;None;0;0;0;0;0;2020-03-09;3;Q1;
2850;2850;1290;586;3187;4065-JJAVA;Female;56;No;Oakland;California;49,5;Month-to-Month;Bank Withdrawal;4;0;Joined;59;;5262;1;0;1;DSL;0;0;0;0;0;2020-07-10;7;Q3;
2851;2851;1099;1024;6008;4067-HLYQI;Female;43;No;Colton;California;70,400001525878906;Month-to-Month;Bank Withdrawal;4;0;Stayed;29;;4860;1;0;1;Fiber Optic;0;0;0;0;0;2020-01-01;1;Q1;
2852;2852;1258;1141;6935;4070-OKWVH;Female;60;Yes;Mira Loma;California;94,599998474121094;Month-to-Month;Bank Withdrawal;3;0;Stayed;57;;6212;1;1;1;Fiber Optic;1;0;0;0;1;2020-06-08;6;Q2;
2853;2853;1161;671;6206;4072-IPYLT;Female;32;Yes;Randsburg;California;51,049999237060547;Month-to-Month;Credit Card;3;0;Stayed;56;;2161;1;0;1;DSL;0;0;0;1;0;2020-03-03;3;Q1;
2854;2854;1129;1060;1649;4074-SJFFA;Female;44;No;San Francisco;California;54,75;Month-to-Month;Mailed Check;3;1;Churned;83;Dissatisfaction;2614;1;0;1;DSL;0;1;1;0;0;2020-01-31;1;Q1;2020-09-25
2855;2855;1141;1321;2707;4075-JFPGR;Female;27;Yes;Rancho Cucamonga;California;93,5;One Year;Bank Withdrawal;3;0;Stayed;68;;5561;1;0;1;Fiber Optic;1;0;0;1;1;2020-02-12;2;Q1;
2856;2856;1126;1339;6804;4075-WKNIU;Female;25;Yes;Bell;California;73,349998474121094;Two Year;Credit Card;4;0;Stayed;44;;2342;1;1;1;DSL;1;0;0;0;1;2020-01-28;1;Q1;
2857;2857;1180;957;2354;4077-CROMM;Female;51;Yes;Modesto;California;104,19999694824219;Month-to-Month;Bank Withdrawal;1;1;Churned;68;Dissatisfaction;5000;1;1;1;Fiber Optic;1;1;1;0;1;2020-03-22;3;Q1;2020-08-04
2858;2858;1258;1287;5449;4077-HWUYD;Male;59;Yes;Modesto;California;87,550003051757813;Two Year;Bank Withdrawal;4;0;Stayed;43;;5341;1;1;1;DSL;1;1;1;1;1;2020-06-08;6;Q2;
2859;2859;1121;100;2493;4078-SAYYN;Female;45;No;Burbank;California;100,75;Month-to-Month;Bank Withdrawal;2;1;Churned;65;Price;2229;1;1;1;Fiber Optic;1;1;1;0;1;2020-01-23;1;Q1;2020-08-18
2860;2860;1257;1506;6409;4079-ULGFR;Male;22;No;Paicines;California;20;Month-to-Month;Credit Card;3;0;Stayed;75;;3705;1;0;0;None;0;0;0;0;0;2020-06-07;6;Q2;
2861;2861;1154;541;679;4079-VTGLK;Male;77;Yes;Riverside;California;74,849998474121094;Two Year;Bank Withdrawal;5;0;Stayed;27;;5610;1;1;1;DSL;1;1;0;0;1;2020-02-25;2;Q1;
2862;2862;1268;1479;3126;4079-WWQQQ;Male;45;No;San Francisco;California;65,550003051757813;Two Year;Bank Withdrawal;4;0;Stayed;24;;4266;0;0;1;Cable;1;1;1;1;1;2020-06-18;6;Q2;
2863;2863;1228;626;2563;4080-IIARD;Female;42;Yes;Los Angeles;California;76,199996948242188;Month-to-Month;Bank Withdrawal;5;0;Stayed;41;;2569;1;1;1;DSL;1;0;0;1;0;2020-05-09;5;Q2;
2864;2864;1162;866;1170;4080-OGPJL;Female;53;No;San Pedro;California;71,150001525878906;Month-to-Month;Bank Withdrawal;1;1;Churned;66;Other;2662;1;1;1;DSL;0;1;1;1;0;2020-03-04;3;Q1;2020-08-16
2865;2865;1110;946;1362;4081-DYXAV;Female;27;No;San Jose;California;44,849998474121094;One Year;Credit Card;3;1;Churned;72;Competitor;5182;0;0;1;DSL;1;1;1;0;0;2020-01-12;1;Q1;2020-07-20
2866;2866;1188;569;711;4083-BFNYK;Female;74;Yes;Acton;California;95;One Year;Credit Card;4;0;Stayed;71;;5148;1;1;1;Fiber Optic;0;1;1;1;0;2020-03-30;3;Q1;
2867;2867;1165;1146;1858;4083-EUGRJ;Male;37;No;Oceanside;California;20,25;Month-to-Month;Credit Card;1;1;Churned;91;Attitude;3361;1;0;0;None;0;0;0;0;0;2020-03-07;3;Q1;2020-09-22
2868;2868;1175;1315;4759;4086-ATNFV;Female;34;Yes;Hawaiian Gardens;California;60,799999237060547;One Year;Mailed Check;4;0;Stayed;48;;4522;1;0;1;Cable;0;0;0;1;1;2020-03-17;3;Q1;
2869;2869;1271;182;6767;4086-WITJG;Male;53;Yes;Los Angeles;California;19,700000762939453;Two Year;Credit Card;5;0;Stayed;30;;4808;1;0;0;None;0;0;0;0;0;2020-06-21;6;Q2;
2870;2870;1168;63;76;4086-YQSNZ;Female;74;Yes;Glencoe;California;80,400001525878906;Month-to-Month;Bank Withdrawal;2;1;Churned;89;Attitude;3834;1;0;1;Fiber Optic;1;0;0;0;0;2020-03-10;3;Q1;2020-08-30
2871;2871;1265;791;1969;4088-YLDSU;Male;21;Yes;Redwood City;California;104,15000152587891;One Year;Bank Withdrawal;1;1;Churned;86;Competitor;4369;1;1;1;Fiber Optic;1;1;1;0;1;2020-06-15;6;Q2;2020-08-09
2872;2872;1325;764;5040;4090-KPJIP;Female;42;No;Anaheim;California;74,949996948242188;Month-to-Month;Bank Withdrawal;5;0;Joined;70;;3641;1;1;1;Fiber Optic;0;0;0;0;0;2020-08-14;8;Q3;
2873;2873;1164;642;2739;4091-TVOCN;Male;51;No;Potrero;California;78,75;One Year;Credit Card;3;0;Stayed;69;;2257;1;1;1;Cable;1;1;1;1;1;2020-03-06;3;Q1;
2874;2874;1269;1342;5778;4092-OFQZS;Male;27;Yes;Manhattan Beach;California;20,649999618530273;One Year;Credit Card;3;0;Stayed;40;;4147;1;0;0;None;0;0;0;0;0;2020-06-19;6;Q2;
2875;2875;1173;33;146;4094-NSEDU;Female;79;No;Temecula;California;94,25;Month-to-Month;Bank Withdrawal;2;1;Churned;73;Competitor;4819;1;1;1;Fiber Optic;1;1;0;0;0;2020-03-15;3;Q1;2020-09-16
2876;2876;1206;1025;6013;4097-YODCF;Male;35;No;Fawnskin;California;103,80000305175781;One Year;Bank Withdrawal;4;0;Stayed;78;;5382;1;1;1;Fiber Optic;1;1;1;1;0;2020-04-17;4;Q2;
2877;2877;1208;316;847;4098-NAUKP;Male;70;Yes;Oceano;California;84,650001525878906;Two Year;Bank Withdrawal;3;0;Stayed;72;;6404;1;1;1;Fiber Optic;0;0;0;0;1;2020-04-19;4;Q2;
2878;2878;1136;1558;3398;4102-HLENU;Female;51;Yes;Auburn;California;65,650001525878906;Two Year;Credit Card;3;0;Stayed;20;;5441;1;1;1;Cable;0;0;0;1;1;2020-02-07;2;Q1;
2879;2879;1262;150;180;4102-OQUPX;Male;67;Yes;Sheep Ranch;California;74,400001525878906;Month-to-Month;Bank Withdrawal;3;1;Churned;91;Competitor;5429;1;1;1;Fiber Optic;0;0;0;0;0;2020-06-12;6;Q2;2020-09-07
2880;2880;1245;1402;2841;4104-PVRPS;Male;56;Yes;Rialto;California;53,599998474121094;Month-to-Month;Mailed Check;3;0;Stayed;47;;2977;1;0;1;Cable;0;0;0;1;0;2020-05-26;5;Q2;
2881;2881;1229;1217;2073;4106-HADHQ;Male;42;Yes;Emigrant Gap;California;80;One Year;Credit Card;1;1;Churned;76;Other;2704;1;0;1;DSL;1;1;1;1;1;2020-05-10;5;Q2;2020-08-02
2882;2882;1224;436;534;4109-CYRBD;Male;77;Yes;Menifee;California;51,599998474121094;One Year;Bank Withdrawal;5;0;Stayed;39;;5495;1;1;1;DSL;0;0;0;0;0;2020-05-05;5;Q2;
2883;2883;1152;655;1225;4110-PFEUZ;Female;54;No;Daggett;California;69,550003051757813;Month-to-Month;Credit Card;1;1;Churned;73;Competitor;2792;1;0;1;Fiber Optic;0;0;0;0;0;2020-02-23;2;Q1;2020-08-16
2884;2884;1271;1243;2710;4111-BNXIF;Female;19;Yes;Rancho Cucamonga;California;59,549999237060547;Two Year;Bank Withdrawal;4;0;Stayed;56;;4478;0;0;1;DSL;1;1;1;0;1;2020-06-21;6;Q2;
2885;2885;1227;1002;1817;4112-LUEIZ;Male;55;No;La Palma;California;89,5;Month-to-Month;Bank Withdrawal;3;1;Churned;84;Attitude;4206;1;0;1;Fiber Optic;1;1;1;0;0;2020-05-08;5;Q2;2020-08-21
2886;2886;1218;1353;6866;4114-QMKVN;Female;25;Yes;Surfside;California;68,75;One Year;Bank Withdrawal;3;0;Stayed;53;;6494;1;1;1;DSL;0;1;1;1;0;2020-04-29;4;Q2;
